Raw value,Corresponding cumulative value,Corresponding Cloglog value,Fractional area,Training omission,Test omission
6.75968E-4,97.030166195,0.980479096,0.003524046,0.948051948,0
6.97319E-4,97.306643144,0.982761327,0.003109453,0.948051948,0
7.20328E-4,97.51871836,0.984922925,0.002798507,0.948051948,0
7.54719E-4,97.813288823,0.987659238,0.002383914,0.961038961,0
7.79792E-4,98.045071731,0.989335659,0.002072968,0.961038961,0
8.03392E-4,98.282657361,0.990705003,0.001762023,0.961038961,0
8.47042E-4,98.533932383,0.992791237,0.001451078,0.961038961,0
9.28962E-4,98.801114615,0.995526091,0.001140133,0.961038961,0
1.06931E-3,99.105738287,0.998024202,0.000829187,0.974025974,0
1.15537E-3,99.333705945,0.998802931,0.000621891,0.974025974,0
1.25247E-3,99.574627419,0.999319947,0.000414594,0.987012987,0
1.4835E-3,99.85043145,0.999822878,0.000207297,0.987012987,0
1.49569E-3,100,0.999835007,0.000103648,1,0
