Raw value,Corresponding cumulative value,Corresponding Cloglog value,Fractional area,Training omission,Test omission
6.70514E-4,97.566715299,0.97897916,0.003118503,0.961038961,0
6.83287E-4,97.770398667,0.98047027,0.002806653,0.961038961,0
7.21283E-4,98.052162604,0.984309152,0.002390852,0.961038961,0
7.64297E-4,98.278789618,0.9877526,0.002079002,0.961038961,0
7.8416E-4,98.513072812,0.989076689,0.001767152,0.961038961,0
8.30067E-4,98.758726166,0.991614782,0.001455301,0.961038961,0
9.0097E-4,99.022438057,0.994426294,0.001143451,0.961038961,0
9.19338E-4,99.296862199,0.994985887,0.000831601,0.961038961,0
9.64155E-4,99.580866936,0.996126717,0.000519751,0.974025974,0
9.75201E-4,99.775294002,0.996365483,0.00031185,0.987012987,0
1.1238E-3,100,0.998455724,0.00010395,1,0
